title;attribute;character;event;unit;rarity;availability;trained_image;untrained_image;release_date;
A Room That's Now Empty;Mysterious;Yoisaki Kanade;And So, the Clock Hands Started Ticking;25-ji, Nightcord de.;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/4/4c/Kanade_44_trained_art.png/657px-Kanade_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/68/Kanade_44_art.png/657px-Kanade_44_art.png;2025/04/30;
Leaning in Close to the Pain;Mysterious;Kagamine Len;And So, the Clock Hands Started Ticking;VIRTUAL SINGER;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/f/f8/Len_47_trained_art.png/657px-Len_47_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/0d/Len_47_art.png/657px-Len_47_art.png;2025/04/30;
So That We Can Be by Your Side;Mysterious;Akiyama Mizuki;And So, the Clock Hands Started Ticking;25-ji, Nightcord de.;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/87/Mizuki_43_trained_art.png/657px-Mizuki_43_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/2e/Mizuki_43_art.png/657px-Mizuki_43_art.png;2025/04/30;
Wearing Matching Bracelets;Cute;Shinonome Ena;And So, the Clock Hands Started Ticking;25-ji, Nightcord de.;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/7/79/Ena_44_art.png/657px-Ena_44_art.png;2025/04/30;
The Boundary Where 2 Worlds Meet;Happy;Hatsune Miku;Collab Gacha;VIRTUAL SINGER;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/a/a3/Miku_54_trained_art.png/657px-Miku_54_trained_art.png;;2025/05/03;
Happy Birthday!! 2025;Pure;Tenma Saki;Birthday Gacha;Leo/need;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/0/08/Saki_46_art.png/657px-Saki_46_art.png;2025/05/09;
The Determination in One’s Heart;Mysterious;Tenma Tsukasa;Dear my fellows;Wonderlands×Showtime;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/5/56/Tsukasa_44_trained_art.png/657px-Tsukasa_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/d/d9/Tsukasa_44_art.png/657px-Tsukasa_44_art.png;2025/05/09;
On a Stage Full of Smiles;Happy;Otori Emu;Dear my fellows;Wonderlands×Showtime;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/a/ad/Emu_43_trained_art.png/657px-Emu_43_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/e3/Emu_43_art.png/657px-Emu_43_art.png;2025/05/09;
The Feeling of Impatience Within;Cool;Kusanagi Nene;Dear my fellows;Wonderlands×Showtime;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/9/90/Nene_43_trained_art.png/657px-Nene_43_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/c3/Nene_43_art.png/657px-Nene_43_art.png;2025/05/09;
A Step Toward One's Dream;Cute;Kamishiro Rui;Dear my fellows;Wonderlands×Showtime;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/e/e4/Rui_44_trained_art.png/657px-Rui_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/51/Rui_44_art.png/657px-Rui_44_art.png;2025/05/09;
Happy Birthday!! 2025;Mysterious;Tenma Tsukasa;Birthday Gacha;Wonderlands×Showtime;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/f/fe/Tsukasa_45_art.png/657px-Tsukasa_45_art.png;2025/05/17;
The Pain of Not Being Able to Reach Someone;Happy;Momoi Airi;Cheer with my Heart!;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/88/Airi_44_trained_art.png/657px-Airi_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/5c/Airi_44_art.png/657px-Airi_44_art.png;2025/05/29;
Time to Review Everything Together;Happy;Hanasato Minori;Cheer with my Heart!;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/c/c4/Minori_43_trained_art.png/657px-Minori_43_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/4d/Minori_43_art.png/657px-Minori_43_art.png;2025/05/29;
Let's MORE MORE Training!;Happy;MEIKO;Cheer with my Heart!;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/f/f4/MEIKO_45_trained_art.png/657px-MEIKO_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/9c/MEIKO_45_art.png/657px-MEIKO_45_art.png;2025/05/29;
In Search of Producing Know-How;Pure;Kiritani Haruka;Cheer with my Heart!;MORE MORE JUMP!;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/b/b8/Haruka_44_trained_art.png/657px-Haruka_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/24/Haruka_44_art.png/657px-Haruka_44_art.png;2025/05/29;
Bringing Some Comfort to Everyone Who's Working Hard;Mysterious;Hinomori Shizuku;Cheer with my Heart!;MORE MORE JUMP!;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/e/ee/Shizuku_43_art.png/657px-Shizuku_43_art.png;2025/05/29;
Happy Birthday!! 2025;Pure;Aoyagi Toya;Birthday Gacha;Vivid BAD SQUAD;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/2/2d/Toya_44_art.png/657px-Toya_44_art.png;2025/05/25;
Lingering Heat in One's Chest;Cute;Azusawa Kohane;Aim higher and higher!;Vivid BAD SQUAD;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/c/c9/Kohane_44_trained_art.png/657px-Kohane_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/86/Kohane_44_art.png/657px-Kohane_44_art.png;2025/05/31;
Tasty Cultural Exchange;Cute;Aoyagi Toya;Aim higher and higher!;Vivid BAD SQUAD;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/3/33/Toya_45_trained_art.png/657px-Toya_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/ab/Toya_45_art.png/657px-Toya_45_art.png;2025/05/31;
A Sudden Crisis;Cute;Hatsune Miku;Aim higher and higher!;VIRTUAL SINGER;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/d/d6/Miku_55_trained_art.png/657px-Miku_55_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/1/1e/Miku_55_art.png/657px-Miku_55_art.png;2025/05/31;
"The ""World"" That's Reflected in Those Eyes";Happy;Shinonome Akito;Aim higher and higher!;Vivid BAD SQUAD;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/0/07/Akito_46_trained_art.png/657px-Akito_46_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/4c/Akito_46_art.png/657px-Akito_46_art.png;2025/05/31;
Nervous Yet Excited;Cool;Shiraishi An;Aim higher and higher!;Vivid BAD SQUAD;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/8/83/An_43_art.png/657px-An_43_art.png;2025/05/31;
A Moment During Recess;Pure;Yoisaki Kanade;Embraced by Transient Bubbles;25-ji, Nightcord de.;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/6/6e/Kanade_45_trained_art.png/657px-Kanade_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/44/Kanade_45_art.png/657px-Kanade_45_art.png;2025/06/09;
Overlapping Smiles;Cute;Asahina Mafuyu;Embraced by Transient Bubbles;25-ji, Nightcord de.;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/5/54/Mafuyu_45_trained_art.png/657px-Mafuyu_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/d/d1/Mafuyu_45_art.png/657px-Mafuyu_45_art.png;2025/06/09;
Always, You Are;Mysterious;Shinonome Ena;Embraced by Transient Bubbles;25-ji, Nightcord de.;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/3/36/Ena_45_trained_art.png/657px-Ena_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/fc/Ena_45_art.png/657px-Ena_45_art.png;2025/06/09;
Guiding You to Cuteness;Happy;Akiyama Mizuki;Embraced by Transient Bubbles;25-ji, Nightcord de.;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/2/23/Mizuki_44_trained_art.png/657px-Mizuki_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/97/Mizuki_44_art.png/657px-Mizuki_44_art.png;2025/06/09;
"The ""Feelings"" I Can't Grasp";Pure;Hoshino Ichika;ordinary,yet special us;Leo/need;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/c/c5/Ichika_43_trained_art.png/657px-Ichika_43_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/05/Ichika_43_art.png/657px-Ichika_43_art.png;2025/06/23;
Ace Player!;Cute;Tenma Saki;ordinary,yet special us;Leo/need;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/b/b0/Saki_47_trained_art.png/657px-Saki_47_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/4c/Saki_47_art.png/657px-Saki_47_art.png;2025/06/23;
Thinking About the Future;Mysterious;Mochizuki Honami;ordinary,yet special us;Leo/need;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/7/7a/Honami_44_trained_art.png/657px-Honami_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/4b/Honami_44_art.png/657px-Honami_44_art.png;2025/06/23;
A Chat With a Fellow Bandmate;Happy;Hinomori Shiho;ordinary,yet special us;Leo/need;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/f/fd/Shiho_46_trained_art.png/657px-Shiho_46_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/70/Shiho_46_art.png/657px-Shiho_46_art.png;2025/06/23;
Happy Birthday!! 2025;Pure;Kamishiro Rui;Birthday Gacha;Wonderlands×Showtime;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/b/be/Rui_45_art.png/657px-Rui_45_art.png;2025/06/23;
Together With That Drawing;Pure;Shinonome Ena;Bloom Festival Gacha;25-ji, Nightcord de.;4.0;Bloom Festival limited;//static.wikitide.net/projectsekaiwiki/thumb/f/f2/Ena_46_trained_art.png/657px-Ena_46_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/57/Ena_46_art.png/657px-Ena_46_art.png;2025/07/07;
Companion's Presence;Happy;KAITO;Bloom Festival Gacha;VIRTUAL SINGER;4.0;Bloom Festival limited;//static.wikitide.net/projectsekaiwiki/thumb/3/35/KAITO_47_trained_art.png/657px-KAITO_47_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/3/37/KAITO_47_art.png/657px-KAITO_47_art.png;2025/07/07;
The Distance to One's Aspiration;Happy;Kamishiro Rui;Deeper and deeper;Wonderlands×Showtime;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/8/88/Rui_46_trained_art.png/657px-Rui_46_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/c3/Rui_46_art.png/657px-Rui_46_art.png;2025/07/07;
It's Time to Take the Stage;Happy;Tenma Tsukasa;Deeper and deeper;Wonderlands×Showtime;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/3/3e/Tsukasa_46_trained_art.png/657px-Tsukasa_46_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/c0/Tsukasa_46_art.png/657px-Tsukasa_46_art.png;2025/07/07;
In the Middle of Buying Refreshments;Happy;Kusanagi Nene;Deeper and deeper;Wonderlands×Showtime;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/9/95/Nene_44_trained_art.png/657px-Nene_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/07/Nene_44_art.png/657px-Nene_44_art.png;2025/07/07;
A Voice That Wakes Someone Up;Cool;Megurine Luka;Deeper and deeper;VIRTUAL SINGER;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/71/Luka_46_trained_art.png/657px-Luka_46_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/3/3e/Luka_46_art.png/657px-Luka_46_art.png;2025/07/07;
Theater Companies That I'm Interested In;Pure;Otori Emu;Deeper and deeper;Wonderlands×Showtime;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/c/c5/Emu_44_art.png/657px-Emu_44_art.png;2025/07/07;
Confusion Falls Into Silence;Cute;Mochizuki Honami;Unsteady, still steady step;Leo/need;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/d6/Honami_45_trained_art.png/657px-Honami_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/ec/Honami_45_art.png/657px-Honami_45_art.png;2025/07/15;
Be With You;Cute;Hoshino Ichika;Unsteady, still steady step;Leo/need;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/69/Ichika_44_trained_art.png/657px-Ichika_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/00/Ichika_44_art.png/657px-Ichika_44_art.png;2025/07/15;
The Fun and Games Committee's True Potential ?;Cute;Kagamine Rin;Unsteady, still steady step;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/d1/Rin_47_trained_art.png/657px-Rin_47_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/b8/Rin_47_art.png/657px-Rin_47_art.png;2025/07/15;
Upon Waking Up;Happy;Hinomori Shiho;Unsteady, still steady step;Leo/need;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/d0/Shiho_47_trained_art.png/657px-Shiho_47_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/b1/Shiho_47_art.png/657px-Shiho_47_art.png;2025/07/15;
Exciting Concept;Happy;MEIKO;Unsteady, still steady step;VIRTUAL SINGER;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/d/d2/MEIKO_46_art.png/657px-MEIKO_46_art.png;2025/07/15;
Happy Birthday!! 2025;Cute;Kusanagi Nene;Birthday Gacha;Wonderlands×Showtime;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/7/79/Nene_45_art.png/657px-Nene_45_art.png;2025/07/20;
Put Your Honest Thoughts and Feelings Together;Pure;Hanasato Minori;start rolling! stars' crossing;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/db/Minori_44_trained_art.png/657px-Minori_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/a9/Minori_44_art.png/657px-Minori_44_art.png;2025/07/23;
A Fantastic Training Room!;Pure;Kiritani Haruka;start rolling! stars' crossing;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/1/10/Haruka_45_trained_art.png/657px-Haruka_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/49/Haruka_45_art.png/657px-Haruka_45_art.png;2025/07/23;
A Relaxing Breakfast;Pure;Hinomori Shizuku;start rolling! stars' crossing;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/a/af/Shizuku_44_trained_art.png/657px-Shizuku_44_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/e0/Shizuku_44_art.png/657px-Shizuku_44_art.png;2025/07/23;
Airi's Beauty Salon;Mysterious;Momoi Airi;start rolling! stars' crossing;MORE MORE JUMP!;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/5/5c/Airi_45_trained_art.png/657px-Airi_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/a7/Airi_45_art.png/657px-Airi_45_art.png;2025/07/23;
The SEKAI's Representative Idol Fan;Cool;KAITO;start rolling! stars' crossing;VIRTUAL SINGER;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/3/3e/KAITO_48_art.png/657px-KAITO_48_art.png;2025/07/23;
Happy Birthday!! 2025;Happy;Shiraishi An;Birthday Gacha;Vivid BAD SQUAD;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/b/b1/An_44_art.png/657px-An_44_art.png;2025/7/26;
Waving Goodbye With a Smile;Happy;Shiraishi An;Competitive fire!;Vivid BAD SQUAD;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/9/90/An_45_trained_art.png/657px-An_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/4f/An_45_art.png/657px-An_45_art.png;2025/07/31;
Picking Out the Best Souvenir!;Happy;Aoyagi Toya;Competitive fire!;Vivid BAD SQUAD;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/e/ee/Toya_46_trained_art.png/657px-Toya_46_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/3/3c/Toya_46_art.png/657px-Toya_46_art.png;2025/07/31;
Our Secret Talk;Happy;Megurine Luka;Competitive fire!;VIRTUAL SINGER;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/c/c5/Luka_47_trained_art.png/657px-Luka_47_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/f6/Luka_47_art.png/657px-Luka_47_art.png;2025/07/31;
To My Future Self;Pure;Azusawa Kohane;Competitive fire!;Vivid BAD SQUAD;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/9/98/Kohane_45_trained_art.png/657px-Kohane_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/f1/Kohane_45_art.png/657px-Kohane_45_art.png;2025/07/31;
Return to Everyday Life;Cute;Shinonome Akito;Competitive fire!;Vivid BAD SQUAD;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/b/bf/Akito_47_art.png/657px-Akito_47_art.png;2025/07/31;
Dreams Lost in the Crowd;Cool;Hanasato Minori;All ways Jump! with you;MORE MORE JUMP!;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/2/2c/Minori_45_trained_art.png/657px-Minori_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/92/Minori_45_art.png/657px-Minori_45_art.png;2025/08/08;
A Bond Created Through an Encounter;Cute;Kiritani Haruka;All ways Jump! with you;MORE MORE JUMP!;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/2/29/Haruka_46_trained_art.png/657px-Haruka_46_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/ca/Haruka_46_art.png/657px-Haruka_46_art.png;2025/08/08;
Special Collaboration Stream!;Mysterious;Momoi Airi;All ways Jump! with you;MORE MORE JUMP!;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/a/ab/Airi_46_trained_art.png/657px-Airi_46_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/62/Airi_46_art.png/657px-Airi_46_art.png;2025/08/08;
A Perfect Smile;Pure;Hinomori Shizuku;All ways Jump! with you;MORE MORE JUMP!;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/d/d1/Shizuku_45_trained_art.png/657px-Shizuku_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/b9/Shizuku_45_art.png/657px-Shizuku_45_art.png;2025/08/08;
Happy Birthday!! 2025;Cute;Hoshino Ichika;Birthday Gacha;Leo/need;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/4/4d/Ichika_45_art.png/657px-Ichika_45_art.png;2025/08/11;
The Tomorrow I Paint, Just the Way I Am;Happy;Akiyama Mizuki;Reaching Out Towards an Untieable Tomorrow;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/8e/Mizuki_45_trained_art.png/657px-Mizuki_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/0f/Mizuki_45_art.png/657px-Mizuki_45_art.png;2025/08/22;
Getting Overwhelmed by the Warm Welcome!;Happy;Shinonome Ena;Reaching Out Towards an Untieable Tomorrow;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/80/Ena_47_trained_art.png/657px-Ena_47_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/94/Ena_47_art.png/657px-Ena_47_art.png;2025/08/22;
Sharing Tasty Foods;Happy;Kagamine Len;Reaching Out Towards an Untieable Tomorrow;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/c/c7/Len_48_trained_art.png/657px-Len_48_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/1/19/Len_48_art.png/657px-Len_48_art.png;2025/08/22;
Which Outfit Catches Your Eye?;Pure;Yoisaki Kanade;Reaching Out Towards an Untieable Tomorrow;25-ji, Nightcord de.;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/8e/Kanade_46_trained_art.png/657px-Kanade_46_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/f7/Kanade_46_art.png/657px-Kanade_46_art.png;2025/08/22;
Searching for a Return Gift;Mysterious;Asahina Mafuyu;Reaching Out Towards an Untieable Tomorrow;25-ji, Nightcord de.;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/3/37/Mafuyu_46_art.png/657px-Mafuyu_46_art.png;2025/08/22;
Happy Birthday!! 2025;Mysterious;Akiyama Mizuki;Birthday Gacha;25-ji, Nightcord de.;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/e/ee/Mizuki_46_art.png/657px-Mizuki_46_art.png;2025/08/27;
Dive Into Despair;Cool;Tenma Tsukasa;Deep Dark For Light;Wonderlands×Showtime;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/4/48/Tsukasa_47_trained_art.png/657px-Tsukasa_47_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/72/Tsukasa_47_art.png/657px-Tsukasa_47_art.png;2025/08/30;
Smile Fairy;Cool;Otori Emu;Deep Dark For Light;Wonderlands×Showtime;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/a/ab/Emu_45_trained_art.png/657px-Emu_45_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/58/Emu_45_art.png/657px-Emu_45_art.png;2025/08/30;
Crafting Props With Heartfelt Care;Cool;Kamishiro Rui;Deep Dark For Light;Wonderlands×Showtime;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/8/82/Rui_47_trained_art.png/657px-Rui_47_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/8b/Rui_47_art.png/657px-Rui_47_art.png;2025/08/30;
Hop, Step, and Hello!;Cute;Hatsune Miku;Deep Dark For Light;VIRTUAL SINGER;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/a/af/Miku_56_trained_art.png/657px-Miku_56_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/ad/Miku_56_art.png/657px-Miku_56_art.png;2025/08/30;
Childhood Days Princess;Happy;Kusanagi Nene;Deep Dark For Light;Wonderlands×Showtime;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/0/07/Nene_46_art.png/657px-Nene_46_art.png;2025/08/30;
Happy Anniversary!! 2025;Pure;Hatsune Miku;Birthday Gacha;VIRTUAL SINGER;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/b/b2/Miku_57_art.png/657px-Miku_57_art.png;2025/08/31;
A Promise in One's Heart;Happy;Hatsune Miku;Link the Beats!;VIRTUAL SINGER;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/7/72/Miku_58_trained_art.png/657px-Miku_58_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/f1/Miku_58_art.png/657px-Miku_58_art.png;2025/09/06;
Happy Merry-Go-Round!;Cute;Kagamine Rin;Link the Beats!;VIRTUAL SINGER;4.0;Unit-Limited;//static.wikitide.net/projectsekaiwiki/thumb/2/26/Rin_48_trained_art.png/657px-Rin_48_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/04/Rin_48_art.png/657px-Rin_48_art.png;2025/09/06;
